cause,count,date
Miscellaneous,2059,04-2007
Miscellaneous,2466,05-2007
Miscellaneous,1984,06-2007
Miscellaneous,2166,07-2007
Miscellaneous,1831,08-2007
Miscellaneous,1519,09-2007
Miscellaneous,1101,10-2007
Miscellaneous,998,11-2007
Miscellaneous,819,12-2007
Miscellaneous,1767,01-2008
Miscellaneous,1700,02-2008
Miscellaneous,1865,03-2008
Miscellaneous,3196,04-2008
Miscellaneous,2075,05-2008
Miscellaneous,2193,06-2008
Miscellaneous,2336,07-2008
Miscellaneous,1543,08-2008
Miscellaneous,1060,09-2008
Miscellaneous,1107,10-2008
Miscellaneous,1110,11-2008
Miscellaneous,725,12-2008
Miscellaneous,1194,01-2009
Miscellaneous,1463,02-2009
Miscellaneous,2169,03-2009
Miscellaneous,2798,04-2009
Miscellaneous,1462,05-2009
Miscellaneous,1143,06-2009
Miscellaneous,1891,07-2009
Miscellaneous,1197,08-2009
Miscellaneous,939,09-2009
Miscellaneous,471,10-2009
Miscellaneous,743,11-2009
Miscellaneous,227,12-2009
Miscellaneous,497,01-2010
Miscellaneous,382,02-2010
Miscellaneous,1453,03-2010
Miscellaneous,2373,04-2010
Miscellaneous,1399,05-2010
Miscellaneous,1435,06-2010
Miscellaneous,2159,07-2010
Miscellaneous,1732,08-2010
Miscellaneous,1690,09-2010
Miscellaneous,1686,10-2010
Miscellaneous,1268,11-2010
Miscellaneous,1147,12-2010
Miscellaneous,933,01-2011
Miscellaneous,1311,02-2011
Miscellaneous,1609,03-2011
Miscellaneous,1875,04-2011
Miscellaneous,1527,05-2011
Miscellaneous,1879,06-2011
Miscellaneous,2174,07-2011
Miscellaneous,1920,08-2011
Miscellaneous,1829,09-2011
Miscellaneous,1093,10-2011
Miscellaneous,941,11-2011
Miscellaneous,538,12-2011
Miscellaneous,950,01-2012
Miscellaneous,852,02-2012
Miscellaneous,1884,03-2012
Miscellaneous,2051,04-2012
Miscellaneous,1290,05-2012
Miscellaneous,1681,06-2012
Miscellaneous,2480,07-2012
Miscellaneous,1482,08-2012
Miscellaneous,1195,09-2012
Miscellaneous,912,10-2012
Miscellaneous,1011,11-2012
Miscellaneous,435,12-2012
Miscellaneous,750,01-2013
Miscellaneous,726,02-2013
Miscellaneous,1987,03-2013
Miscellaneous,1820,04-2013
Miscellaneous,1988,05-2013
Miscellaneous,1592,06-2013
Miscellaneous,1897,07-2013
Miscellaneous,1288,08-2013
Miscellaneous,948,09-2013
Miscellaneous,703,10-2013
Miscellaneous,1054,11-2013
Miscellaneous,408,12-2013
Miscellaneous,1423,01-2014
Miscellaneous,859,02-2014
Miscellaneous,1886,03-2014
Miscellaneous,2227,04-2014
Miscellaneous,1532,05-2014
Miscellaneous,1136,06-2014
Miscellaneous,1400,07-2014
Miscellaneous,1187,08-2014
Miscellaneous,836,09-2014
Miscellaneous,872,10-2014
Miscellaneous,1135,11-2014
Miscellaneous,480,12-2014
Miscellaneous,1030,01-2015
Miscellaneous,1216,02-2015
Miscellaneous,1856,03-2015
Miscellaneous,2098,04-2015
Miscellaneous,2194,05-2015
Miscellaneous,1208,06-2015
Miscellaneous,1711,07-2015
Miscellaneous,1881,08-2015
Miscellaneous,1609,09-2015
Miscellaneous,1779,10-2015
Miscellaneous,1023,11-2015
Miscellaneous,514,12-2015
Missing/Undefined,709,01-1992
Missing/Undefined,1590,02-1992
Missing/Undefined,1900,03-1992
Missing/Undefined,1186,04-1992
Missing/Undefined,480,05-1992
Missing/Undefined,410,06-1992
Missing/Undefined,636,07-1992
Missing/Undefined,544,08-1992
Missing/Undefined,229,09-1992
Missing/Undefined,329,10-1992
Missing/Undefined,171,11-1992
Missing/Undefined,182,12-1992
Missing/Undefined,328,01-1993
Missing/Undefined,653,02-1993
Missing/Undefined,1475,03-1993
Missing/Undefined,967,04-1993
Missing/Undefined,468,05-1993
Missing/Undefined,800,06-1993
Missing/Undefined,1507,07-1993
Missing/Undefined,757,08-1993
Missing/Undefined,489,09-1993
Missing/Undefined,313,10-1993
Missing/Undefined,507,11-1993
Missing/Undefined,562,12-1993
Missing/Undefined,720,01-1994
Missing/Undefined,1241,02-1994
Missing/Undefined,1980,03-1994
Missing/Undefined,1225,04-1994
Missing/Undefined,932,05-1994
Missing/Undefined,694,06-1994
Missing/Undefined,1335,07-1994
Missing/Undefined,886,08-1994
Missing/Undefined,380,09-1994
Missing/Undefined,370,10-1994
Missing/Undefined,229,11-1994
Missing/Undefined,191,12-1994
Missing/Undefined,162,01-1995
Missing/Undefined,877,02-1995
Missing/Undefined,1578,03-1995
Missing/Undefined,1341,04-1995
Missing/Undefined,768,05-1995
Missing/Undefined,404,06-1995
Missing/Undefined,751,07-1995
Missing/Undefined,687,08-1995
Missing/Undefined,491,09-1995
Missing/Undefined,408,10-1995
Missing/Undefined,468,11-1995
Missing/Undefined,425,12-1995
Missing/Undefined,453,01-1996
Missing/Undefined,2210,02-1996
Missing/Undefined,1702,03-1996
Missing/Undefined,1582,04-1996
Missing/Undefined,593,05-1996
Missing/Undefined,640,06-1996
Missing/Undefined,789,07-1996
Missing/Undefined,603,08-1996
Missing/Undefined,324,09-1996
Missing/Undefined,367,10-1996
Missing/Undefined,167,11-1996
Missing/Undefined,334,12-1996
Missing/Undefined,36,01-1997
Missing/Undefined,27,02-1997
Missing/Undefined,138,03-1997
Missing/Undefined,260,04-1997
Missing/Undefined,183,05-1997
Missing/Undefined,227,06-1997
Missing/Undefined,380,07-1997
Missing/Undefined,345,08-1997
Missing/Undefined,109,09-1997
Missing/Undefined,67,10-1997
Missing/Undefined,22,11-1997
Missing/Undefined,22,12-1997
Missing/Undefined,29,01-1998
Missing/Undefined,28,02-1998
Missing/Undefined,108,03-1998
Missing/Undefined,333,04-1998
Missing/Undefined,202,05-1998
Missing/Undefined,192,06-1998
Missing/Undefined,429,07-1998
Missing/Undefined,408,08-1998
Missing/Undefined,207,09-1998
Missing/Undefined,85,10-1998
Missing/Undefined,25,11-1998
Missing/Undefined,33,12-1998
Missing/Undefined,22,01-1999
Missing/Undefined,46,02-1999
Missing/Undefined,106,03-1999
Missing/Undefined,354,04-1999
Missing/Undefined,208,05-1999
Missing/Undefined,293,06-1999
Missing/Undefined,397,07-1999
Missing/Undefined,551,08-1999
Missing/Undefined,197,09-1999
Missing/Undefined,177,10-1999
Missing/Undefined,127,11-1999
Missing/Undefined,31,12-1999
Missing/Undefined,25,01-2000
Missing/Undefined,18,02-2000
Missing/Undefined,86,03-2000
Missing/Undefined,166,04-2000
Missing/Undefined,106,05-2000
Missing/Undefined,155,06-2000
Missing/Undefined,281,07-2000
Missing/Undefined,335,08-2000
Missing/Undefined,155,09-2000
Missing/Undefined,73,10-2000
Missing/Undefined,13,11-2000
Missing/Undefined,10,12-2000
Missing/Undefined,33,01-2001
Missing/Undefined,42,02-2001
Missing/Undefined,70,03-2001
Missing/Undefined,308,04-2001
Missing/Undefined,359,05-2001
Missing/Undefined,227,06-2001
Missing/Undefined,399,07-2001
Missing/Undefined,486,08-2001
Missing/Undefined,319,09-2001
Missing/Undefined,145,10-2001
Missing/Undefined,121,11-2001
Missing/Undefined,51,12-2001
Missing/Undefined,65,01-2002
Missing/Undefined,39,02-2002
Missing/Undefined,88,03-2002
Missing/Undefined,183,04-2002
Missing/Undefined,233,05-2002
Missing/Undefined,187,06-2002
Missing/Undefined,363,07-2002
Missing/Undefined,429,08-2002
Missing/Undefined,243,09-2002
Missing/Undefined,94,10-2002
Missing/Undefined,41,11-2002
Missing/Undefined,87,12-2002
Missing/Undefined,623,01-2003
Missing/Undefined,654,02-2003
Missing/Undefined,2356,03-2003
Missing/Undefined,454,04-2003
Missing/Undefined,420,05-2003
Missing/Undefined,520,06-2003
Missing/Undefined,842,07-2003
Missing/Undefined,626,08-2003
Missing/Undefined,271,09-2003
Missing/Undefined,390,10-2003
Missing/Undefined,263,11-2003
Missing/Undefined,120,12-2003
Missing/Undefined,181,01-2004
Missing/Undefined,875,02-2004
Missing/Undefined,1173,03-2004
Missing/Undefined,712,04-2004
Missing/Undefined,459,05-2004
Missing/Undefined,528,06-2004
Missing/Undefined,714,07-2004
Missing/Undefined,437,08-2004
Missing/Undefined,216,09-2004
Missing/Undefined,221,10-2004
Missing/Undefined,275,11-2004
Missing/Undefined,235,12-2004
Missing/Undefined,569,01-2005
Missing/Undefined,1561,02-2005
Missing/Undefined,3245,03-2005
Missing/Undefined,1099,04-2005
Missing/Undefined,512,05-2005
Missing/Undefined,549,06-2005
Missing/Undefined,1011,07-2005
Missing/Undefined,664,08-2005
Missing/Undefined,561,09-2005
Missing/Undefined,454,10-2005
Missing/Undefined,1077,11-2005
Missing/Undefined,625,12-2005
Missing/Undefined,1100,01-2006
Missing/Undefined,1430,02-2006
Missing/Undefined,1793,03-2006
Missing/Undefined,1097,04-2006
Missing/Undefined,450,05-2006
Missing/Undefined,524,06-2006
Missing/Undefined,846,07-2006
Missing/Undefined,780,08-2006
Missing/Undefined,345,09-2006
Missing/Undefined,274,10-2006
Missing/Undefined,423,11-2006
Missing/Undefined,507,12-2006
Missing/Undefined,1232,01-2007
Missing/Undefined,2651,02-2007
Missing/Undefined,2808,03-2007
Missing/Undefined,1642,04-2007
Missing/Undefined,1091,05-2007
Missing/Undefined,876,06-2007
Missing/Undefined,1153,07-2007
Missing/Undefined,1253,08-2007
Missing/Undefined,908,09-2007
Missing/Undefined,583,10-2007
Missing/Undefined,507,11-2007
Missing/Undefined,438,12-2007
Missing/Undefined,724,01-2008
Missing/Undefined,1303,02-2008
Missing/Undefined,2025,03-2008
Missing/Undefined,952,04-2008
Missing/Undefined,644,05-2008
Missing/Undefined,1039,06-2008
Missing/Undefined,982,07-2008
Missing/Undefined,663,08-2008
Missing/Undefined,286,09-2008
Missing/Undefined,383,10-2008
Missing/Undefined,702,11-2008
Missing/Undefined,345,12-2008
Missing/Undefined,858,01-2009
Missing/Undefined,1422,02-2009
Missing/Undefined,1944,03-2009
Missing/Undefined,1226,04-2009
Missing/Undefined,407,05-2009
Missing/Undefined,754,06-2009
Missing/Undefined,1056,07-2009
Missing/Undefined,490,08-2009
Missing/Undefined,422,09-2009
Missing/Undefined,231,10-2009
Missing/Undefined,215,11-2009
Missing/Undefined,195,12-2009
Missing/Undefined,317,01-2010
Missing/Undefined,881,02-2010
Missing/Undefined,1273,03-2010
Missing/Undefined,902,04-2010
Missing/Undefined,323,05-2010
Missing/Undefined,378,06-2010
Missing/Undefined,546,07-2010
Missing/Undefined,460,08-2010
Missing/Undefined,782,09-2010
Missing/Undefined,952,10-2010
Missing/Undefined,271,11-2010
Missing/Undefined,373,12-2010
Missing/Undefined,1132,01-2011
Missing/Undefined,3078,02-2011
Missing/Undefined,1924,03-2011
Missing/Undefined,1454,04-2011
Missing/Undefined,922,05-2011
Missing/Undefined,1327,06-2011
Missing/Undefined,1142,07-2011
Missing/Undefined,888,08-2011
Missing/Undefined,652,09-2011
Missing/Undefined,530,10-2011
Missing/Undefined,417,11-2011
Missing/Undefined,437,12-2011
Missing/Undefined,225,01-2012
Missing/Undefined,166,02-2012
Missing/Undefined,229,03-2012
Missing/Undefined,193,04-2012
Missing/Undefined,419,05-2012
Missing/Undefined,600,06-2012
Missing/Undefined,561,07-2012
Missing/Undefined,462,08-2012
Missing/Undefined,411,09-2012
Missing/Undefined,241,10-2012
Missing/Undefined,150,11-2012
Missing/Undefined,78,12-2012
Missing/Undefined,125,01-2013
Missing/Undefined,128,02-2013
Missing/Undefined,405,03-2013
Missing/Undefined,447,04-2013
Missing/Undefined,684,05-2013
Missing/Undefined,625,06-2013
Missing/Undefined,586,07-2013
Missing/Undefined,397,08-2013
Missing/Undefined,369,09-2013
Missing/Undefined,205,10-2013
Missing/Undefined,170,11-2013
Missing/Undefined,100,12-2013
Missing/Undefined,295,01-2014
Missing/Undefined,200,02-2014
Missing/Undefined,178,03-2014
Missing/Undefined,288,04-2014
Missing/Undefined,615,05-2014
Missing/Undefined,582,06-2014
Missing/Undefined,589,07-2014
Missing/Undefined,316,08-2014
Missing/Undefined,258,09-2014
Missing/Undefined,195,10-2014
Missing/Undefined,145,11-2014
Missing/Undefined,40,12-2014
Missing/Undefined,300,01-2015
Missing/Undefined,340,02-2015
Missing/Undefined,379,03-2015
Missing/Undefined,554,04-2015
Missing/Undefined,645,05-2015
Missing/Undefined,807,06-2015
Missing/Undefined,799,07-2015
Missing/Undefined,742,08-2015
Missing/Undefined,562,09-2015
Missing/Undefined,653,10-2015
Missing/Undefined,255,11-2015
Missing/Undefined,240,12-2015
Powerline,1,01-1992
Powerline,4,02-1992
Powerline,8,03-1992
Powerline,11,04-1992
Powerline,19,05-1992
Powerline,17,06-1992
Powerline,18,07-1992
Powerline,13,08-1992
Powerline,20,09-1992
Powerline,10,10-1992
Powerline,6,11-1992
Powerline,1,12-1992
Powerline,6,01-1993
Powerline,10,02-1993
Powerline,3,03-1993
Powerline,16,04-1993
Powerline,25,05-1993
Powerline,17,06-1993
Powerline,17,07-1993
Powerline,11,08-1993
Powerline,13,09-1993
Powerline,5,10-1993
Powerline,6,11-1993
Powerline,4,12-1993
Powerline,1,01-1994
Powerline,4,02-1994
Powerline,13,03-1994
Powerline,20,04-1994
Powerline,11,05-1994
Powerline,24,06-1994
Powerline,24,07-1994
Powerline,21,08-1994
Powerline,8,09-1994
Powerline,6,10-1994
Powerline,11,11-1994
Powerline,1,12-1994
Powerline,0,01-1995
Powerline,0,02-1995
Powerline,10,03-1995
Powerline,24,04-1995
Powerline,13,05-1995
Powerline,15,06-1995
Powerline,27,07-1995
Powerline,24,08-1995
Powerline,23,09-1995
Powerline,10,10-1995
Powerline,6,11-1995
Powerline,2,12-1995
Powerline,3,01-1996
Powerline,9,02-1996
Powerline,7,03-1996
Powerline,20,04-1996
Powerline,19,05-1996
Powerline,15,06-1996
Powerline,25,07-1996
Powerline,27,08-1996
Powerline,19,09-1996
Powerline,18,10-1996
Powerline,2,11-1996
Powerline,2,12-1996
Powerline,2,01-1997
Powerline,8,02-1997
Powerline,7,03-1997
Powerline,34,04-1997
Powerline,42,05-1997
Powerline,31,06-1997
Powerline,23,07-1997
Powerline,17,08-1997
Powerline,9,09-1997
Powerline,5,10-1997
Powerline,2,11-1997
Powerline,0,12-1997
Powerline,1,01-1998
Powerline,3,02-1998
Powerline,16,03-1998
Powerline,109,04-1998
Powerline,51,05-1998
Powerline,26,06-1998
Powerline,46,07-1998
Powerline,37,08-1998
Powerline,32,09-1998
Powerline,25,10-1998
Powerline,14,11-1998
Powerline,11,12-1998
Powerline,2,01-1999
Powerline,7,02-1999
Powerline,30,03-1999
Powerline,56,04-1999
Powerline,51,05-1999
Powerline,48,06-1999
Powerline,39,07-1999
Powerline,32,08-1999
Powerline,35,09-1999
Powerline,27,10-1999
Powerline,29,11-1999
Powerline,8,12-1999
Powerline,19,01-2000
Powerline,11,02-2000
Powerline,27,03-2000
Powerline,58,04-2000
Powerline,69,05-2000
Powerline,44,06-2000
Powerline,28,07-2000
Powerline,33,08-2000
Powerline,24,09-2000
Powerline,25,10-2000
Powerline,7,11-2000
Powerline,6,12-2000
Powerline,7,01-2001
Powerline,10,02-2001
Powerline,9,03-2001
Powerline,81,04-2001
Powerline,42,05-2001
Powerline,38,06-2001
Powerline,45,07-2001
Powerline,39,08-2001
Powerline,34,09-2001
Powerline,30,10-2001
Powerline,27,11-2001
Powerline,2,12-2001
Powerline,9,01-2002
Powerline,8,02-2002
Powerline,23,03-2002
Powerline,41,04-2002
Powerline,51,05-2002
Powerline,37,06-2002
Powerline,49,07-2002
Powerline,31,08-2002
Powerline,36,09-2002
Powerline,14,10-2002
Powerline,7,11-2002
Powerline,6,12-2002
Powerline,10,01-2003
Powerline,7,02-2003
Powerline,35,03-2003
Powerline,28,04-2003
Powerline,18,05-2003
Powerline,35,06-2003
Powerline,29,07-2003
Powerline,37,08-2003
Powerline,23,09-2003
Powerline,24,10-2003
Powerline,17,11-2003
Powerline,5,12-2003
Powerline,0,01-2004
Powerline,4,02-2004
Powerline,20,03-2004
Powerline,31,04-2004
Powerline,13,05-2004
Powerline,31,06-2004
Powerline,30,07-2004
Powerline,17,08-2004
Powerline,12,09-2004
Powerline,10,10-2004
Powerline,17,11-2004
Powerline,6,12-2004
Powerline,4,01-2005
Powerline,2,02-2005
Powerline,16,03-2005
Powerline,63,04-2005
Powerline,23,05-2005
Powerline,35,06-2005
Powerline,40,07-2005
Powerline,38,08-2005
Powerline,37,09-2005
Powerline,9,10-2005
Powerline,32,11-2005
Powerline,14,12-2005
Powerline,17,01-2006
Powerline,26,02-2006
Powerline,29,03-2006
Powerline,34,04-2006
Powerline,38,05-2006
Powerline,40,06-2006
Powerline,46,07-2006
Powerline,61,08-2006
Powerline,23,09-2006
Powerline,15,10-2006
Powerline,7,11-2006
Powerline,8,12-2006
Powerline,10,01-2007
Powerline,22,02-2007
Powerline,47,03-2007
Powerline,43,04-2007
Powerline,41,05-2007
Powerline,65,06-2007
Powerline,40,07-2007
Powerline,55,08-2007
Powerline,30,09-2007
Powerline,20,10-2007
Powerline,11,11-2007
Powerline,6,12-2007
Powerline,18,01-2008
Powerline,19,02-2008
Powerline,21,03-2008
Powerline,38,04-2008
Powerline,31,05-2008
Powerline,24,06-2008
Powerline,69,07-2008
Powerline,29,08-2008
Powerline,10,09-2008
Powerline,12,10-2008
Powerline,16,11-2008
Powerline,8,12-2008
Powerline,84,01-2009
Powerline,162,02-2009
Powerline,135,03-2009
Powerline,246,04-2009
Powerline,159,05-2009
Powerline,94,06-2009
Powerline,137,07-2009
Powerline,106,08-2009
Powerline,56,09-2009
Powerline,26,10-2009
Powerline,39,11-2009
Powerline,22,12-2009
Powerline,42,01-2010
Powerline,22,02-2010
Powerline,110,03-2010
Powerline,268,04-2010
Powerline,170,05-2010
Powerline,112,06-2010
Powerline,119,07-2010
Powerline,144,08-2010
Powerline,113,09-2010
Powerline,152,10-2010
Powerline,85,11-2010
Powerline,97,12-2010
Powerline,91,01-2011
Powerline,242,02-2011
Powerline,166,03-2011
Powerline,442,04-2011
Powerline,240,05-2011
Powerline,347,06-2011
Powerline,256,07-2011
Powerline,387,08-2011
Powerline,370,09-2011
Powerline,166,10-2011
Powerline,75,11-2011
Powerline,46,12-2011
Powerline,57,01-2012
Powerline,39,02-2012
Powerline,49,03-2012
Powerline,45,04-2012
Powerline,86,05-2012
Powerline,97,06-2012
Powerline,114,07-2012
Powerline,118,08-2012
Powerline,68,09-2012
Powerline,30,10-2012
Powerline,22,11-2012
Powerline,48,12-2012
Powerline,36,01-2013
Powerline,25,02-2013
Powerline,118,03-2013
Powerline,88,04-2013
Powerline,93,05-2013
Powerline,64,06-2013
Powerline,49,07-2013
Powerline,68,08-2013
Powerline,47,09-2013
Powerline,26,10-2013
Powerline,33,11-2013
Powerline,19,12-2013
Powerline,131,01-2014
Powerline,85,02-2014
Powerline,201,03-2014
Powerline,217,04-2014
Powerline,162,05-2014
Powerline,88,06-2014
Powerline,134,07-2014
Powerline,141,08-2014
Powerline,85,09-2014
Powerline,79,10-2014
Powerline,81,11-2014
Powerline,29,12-2014
Powerline,75,01-2015
Powerline,101,02-2015
Powerline,139,03-2015
Powerline,234,04-2015
Powerline,155,05-2015
Powerline,105,06-2015
Powerline,145,07-2015
Powerline,187,08-2015
Powerline,126,09-2015
Powerline,157,10-2015
Powerline,108,11-2015
Powerline,48,12-2015
Railroad,256,01-1992
Railroad,295,02-1992
Railroad,330,03-1992
Railroad,226,04-1992
Railroad,423,05-1992
Railroad,89,06-1992
Railroad,105,07-1992
Railroad,46,08-1992
Railroad,37,09-1992
Railroad,79,10-1992
Railroad,48,11-1992
Railroad,65,12-1992
Railroad,53,01-1993
Railroad,149,02-1993
Railroad,247,03-1993
Railroad,292,04-1993
Railroad,293,05-1993
Railroad,214,06-1993
Railroad,124,07-1993
Railroad,150,08-1993
Railroad,58,09-1993
Railroad,74,10-1993
Railroad,71,11-1993
Railroad,119,12-1993
Railroad,198,01-1994
Railroad,188,02-1994
Railroad,358,03-1994
Railroad,252,04-1994
Railroad,402,05-1994
Railroad,159,06-1994
Railroad,111,07-1994
Railroad,97,08-1994
Railroad,51,09-1994
Railroad,38,10-1994
Railroad,65,11-1994
Railroad,46,12-1994
Railroad,84,01-1995
Railroad,352,02-1995
Railroad,355,03-1995
Railroad,220,04-1995
Railroad,211,05-1995
Railroad,163,06-1995
Railroad,138,07-1995
Railroad,210,08-1995
Railroad,111,09-1995
Railroad,72,10-1995
Railroad,85,11-1995
Railroad,141,12-1995
Railroad,358,01-1996
Railroad,602,02-1996
Railroad,414,03-1996
Railroad,384,04-1996
Railroad,288,05-1996
Railroad,184,06-1996
Railroad,166,07-1996
Railroad,107,08-1996
Railroad,83,09-1996
Railroad,84,10-1996
Railroad,122,11-1996
Railroad,104,12-1996
Railroad,246,01-1997
Railroad,244,02-1997
Railroad,315,03-1997
Railroad,392,04-1997
Railroad,250,05-1997
Railroad,141,06-1997
Railroad,120,07-1997
Railroad,73,08-1997
Railroad,137,09-1997
Railroad,164,10-1997
Railroad,53,11-1997
Railroad,42,12-1997
Railroad,84,01-1998
Railroad,103,02-1998
Railroad,248,03-1998
Railroad,286,04-1998
Railroad,315,05-1998
Railroad,290,06-1998
Railroad,134,07-1998
Railroad,109,08-1998
Railroad,78,09-1998
Railroad,100,10-1998
Railroad,64,11-1998
Railroad,62,12-1998
Railroad,214,01-1999
Railroad,324,02-1999
Railroad,462,03-1999
Railroad,387,04-1999
Railroad,257,05-1999
Railroad,93,06-1999
Railroad,113,07-1999
Railroad,153,08-1999
Railroad,156,09-1999
Railroad,93,10-1999
Railroad,119,11-1999
Railroad,153,12-1999
Railroad,245,01-2000
Railroad,519,02-2000
Railroad,438,03-2000
Railroad,331,04-2000
Railroad,402,05-2000
Railroad,209,06-2000
Railroad,211,07-2000
Railroad,186,08-2000
Railroad,96,09-2000
Railroad,183,10-2000
Railroad,110,11-2000
Railroad,213,12-2000
Railroad,398,01-2001
Railroad,283,02-2001
Railroad,172,03-2001
Railroad,304,04-2001
Railroad,391,05-2001
Railroad,109,06-2001
Railroad,93,07-2001
Railroad,99,08-2001
Railroad,49,09-2001
Railroad,130,10-2001
Railroad,182,11-2001
Railroad,83,12-2001
Railroad,143,01-2002
Railroad,262,02-2002
Railroad,356,03-2002
Railroad,306,04-2002
Railroad,312,05-2002
Railroad,133,06-2002
Railroad,81,07-2002
Railroad,92,08-2002
Railroad,74,09-2002
Railroad,45,10-2002
Railroad,46,11-2002
Railroad,50,12-2002
Railroad,30,01-2003
Railroad,12,02-2003
Railroad,48,03-2003
Railroad,132,04-2003
Railroad,108,05-2003
Railroad,54,06-2003
Railroad,92,07-2003
Railroad,40,08-2003
Railroad,24,09-2003
Railroad,40,10-2003
Railroad,22,11-2003
Railroad,10,12-2003
Railroad,15,01-2004
Railroad,16,02-2004
Railroad,135,03-2004
Railroad,203,04-2004
Railroad,124,05-2004
Railroad,71,06-2004
Railroad,42,07-2004
Railroad,48,08-2004
Railroad,27,09-2004
Railroad,9,10-2004
Railroad,8,11-2004
Railroad,21,12-2004
Railroad,19,01-2005
Railroad,12,02-2005
Railroad,57,03-2005
Railroad,145,04-2005
Railroad,147,05-2005
Railroad,76,06-2005
Railroad,81,07-2005
Railroad,54,08-2005
Railroad,55,09-2005
Railroad,40,10-2005
Railroad,53,11-2005
Railroad,29,12-2005
Railroad,57,01-2006
Railroad,84,02-2006
Railroad,154,03-2006
Railroad,180,04-2006
Railroad,117,05-2006
Railroad,155,06-2006
Railroad,97,07-2006
Railroad,73,08-2006
Railroad,29,09-2006
Railroad,35,10-2006
Railroad,17,11-2006
Railroad,16,12-2006
Railroad,6,01-2007
Railroad,51,02-2007
Railroad,119,03-2007
Railroad,168,04-2007
Railroad,166,05-2007
Railroad,80,06-2007
Railroad,56,07-2007
Railroad,99,08-2007
Railroad,65,09-2007
Railroad,54,10-2007
Railroad,39,11-2007
Railroad,10,12-2007
Railroad,18,01-2008
Railroad,30,02-2008
Railroad,93,03-2008
Railroad,152,04-2008
Railroad,85,05-2008
Railroad,96,06-2008
Railroad,78,07-2008
Railroad,54,08-2008
Railroad,61,09-2008
Railroad,55,10-2008
Railroad,31,11-2008
Railroad,25,12-2008
Railroad,19,01-2009
Railroad,62,02-2009
Railroad,98,03-2009
Railroad,149,04-2009
Railroad,70,05-2009
Railroad,50,06-2009
Railroad,53,07-2009
Railroad,37,08-2009
Railroad,12,09-2009
Railroad,6,10-2009
Railroad,17,11-2009
Railroad,4,12-2009
Railroad,14,01-2010
Railroad,6,02-2010
Railroad,106,03-2010
Railroad,138,04-2010
Railroad,53,05-2010
Railroad,36,06-2010
Railroad,81,07-2010
Railroad,59,08-2010
Railroad,83,09-2010
Railroad,74,10-2010
Railroad,34,11-2010
Railroad,31,12-2010
Railroad,9,01-2011
Railroad,28,02-2011
Railroad,86,03-2011
Railroad,115,04-2011
Railroad,86,05-2011
Railroad,83,06-2011
Railroad,82,07-2011
Railroad,70,08-2011
Railroad,41,09-2011
Railroad,24,10-2011
Railroad,23,11-2011
Railroad,13,12-2011
Railroad,15,01-2012
Railroad,30,02-2012
Railroad,78,03-2012
Railroad,107,04-2012
Railroad,92,05-2012
Railroad,87,06-2012
Railroad,58,07-2012
Railroad,60,08-2012
Railroad,41,09-2012
Railroad,23,10-2012
Railroad,24,11-2012
Railroad,6,12-2012
Railroad,5,01-2013
Railroad,11,02-2013
Railroad,42,03-2013
Railroad,109,04-2013
Railroad,91,05-2013
Railroad,39,06-2013
Railroad,42,07-2013
Railroad,39,08-2013
Railroad,15,09-2013
Railroad,7,10-2013
Railroad,18,11-2013
Railroad,5,12-2013
Railroad,22,01-2014
Railroad,22,02-2014
Railroad,54,03-2014
Railroad,108,04-2014
Railroad,112,05-2014
Railroad,23,06-2014
Railroad,63,07-2014
Railroad,43,08-2014
Railroad,13,09-2014
Railroad,32,10-2014
Railroad,28,11-2014
Railroad,9,12-2014
Railroad,10,01-2015
Railroad,19,02-2015
Railroad,42,03-2015
Railroad,65,04-2015
Railroad,67,05-2015
Railroad,51,06-2015
Railroad,33,07-2015
Railroad,29,08-2015
Railroad,21,09-2015
Railroad,22,10-2015
Railroad,9,11-2015
Railroad,2,12-2015
Smoking,164,01-1992
Smoking,316,02-1992
Smoking,307,03-1992
Smoking,338,04-1992
Smoking,350,05-1992
Smoking,232,06-1992
Smoking,234,07-1992
Smoking,229,08-1992
Smoking,183,09-1992
Smoking,185,10-1992
Smoking,51,11-1992
Smoking,29,12-1992
Smoking,39,01-1993
Smoking,155,02-1993
Smoking,145,03-1993
Smoking,242,04-1993
Smoking,229,05-1993
Smoking,271,06-1993
Smoking,390,07-1993
Smoking,258,08-1993
Smoking,290,09-1993
Smoking,205,10-1993
Smoking,139,11-1993
Smoking,57,12-1993
Smoking,109,01-1994
Smoking,195,02-1994
Smoking,402,03-1994
Smoking,346,04-1994
Smoking,260,05-1994
Smoking,254,06-1994
Smoking,317,07-1994
Smoking,236,08-1994
Smoking,182,09-1994
Smoking,143,10-1994
Smoking,126,11-1994
Smoking,58,12-1994
Smoking,58,01-1995
Smoking,209,02-1995
Smoking,398,03-1995
Smoking,456,04-1995
Smoking,245,05-1995
Smoking,173,06-1995
Smoking,276,07-1995
Smoking,328,08-1995
Smoking,301,09-1995
Smoking,192,10-1995
Smoking,120,11-1995
Smoking,139,12-1995
Smoking,103,01-1996
Smoking,302,02-1996
Smoking,343,03-1996
Smoking,359,04-1996
Smoking,243,05-1996
Smoking,176,06-1996
Smoking,245,07-1996
Smoking,243,08-1996
Smoking,145,09-1996
Smoking,157,10-1996
Smoking,86,11-1996
Smoking,52,12-1996
Smoking,77,01-1997
Smoking,100,02-1997
Smoking,222,03-1997
Smoking,303,04-1997
